article_id	title	categorie	pub_date
23901989	Helt rått	Mat og drikke	2017-01-19 09:50:58
23902023	Hva gjør du nå, Terje Sølsnes?	VG Helg	2017-01-19 10:07:01
23902075	Advarer mot utnytting av flyktninger i tyrkisk klesindustri	Nyheter	2017-01-19 10:55:43
23902234	Banal Ben Affleck	Rampelys	2017-01-19 13:05:52
23902245	Desperat spenning på høyt nivå	Rampelys	2017-01-19 13:14:05
23902239	Lucinda Riley: - De som vil ha heftig sex, finner det andre steder	Rampelys	2017-01-19 13:27:00
23902319	Innsettelsen av The Donald	Meninger	2017-01-19 13:52:55
23902358	Jansrud sikker på at Svindal stiller i OL	Sport	2017-01-19 19:44:07
23900937	Til sengs med «Edel»: – Mareritt er for kjerringer og sveklinger	VG Helg	2017-01-19 14:55:26
23902415	Jernring rundt Washington	Nyheter	2017-01-19 15:21:39
23901042	Stor oversikt: Slankematen du bør velge	Økonomi	2017-01-19 17:34:50
23902492	Stjernen mot Sparta: Et iskaldt hockeyhat	Sport	2017-01-19 17:48:34
23900258	Jared Kushner: Verdens mektigste svigersønn	Nyheter	2017-01-19 18:33:56
23902577	Eirik Jensen-rettssaken dag 8: Frostrøyk i rettssalen	Nyheter	2017-01-19 18:52:58
23902608	50 nordmenn: Dette tror vi om Trump som president	Nyheter	2017-01-19 19:46:02
23902691	By og land - mann mot mann	Meninger	2017-01-19 20:29:01
23902697	Pensjonsliv og lære	Meninger	2017-01-19 20:32:34
23902705	Toppskår for å løfte lav skår	Nyheter	2017-01-19 20:41:05
23902713	Levde i en pengebinge	Nyheter	2017-01-19 20:45:35
23902789	I dag skjer det!	Meninger	2017-01-19 21:48:15
23902803	Oslo-politiet ga Eirik Jensen en halv million kroner etter arrestasjonen	Nyheter	2017-01-19 22:11:40
23902807	Solskjær lanserer fem norske navn	Sport	2017-01-19 22:16:35
23902810	Norge slo Sverige: Martin Sjögren fikk drømmedebut	Sport	2017-01-19 22:21:03
23902813	Det er bare ett trofé OL-mester Kjetil Jansrud har hjemme i stua. Gjett hvilket!	Sport	2017-01-19 22:27:17
23902823	Snøskred i Italia: Leter etter sine kjære	Nyheter	2017-01-19 22:35:35
23902838	Senegalesiske styrker har rykket inni Gambia: – Her jubler folk i gatene	Nyheter	2017-01-19 22:40:48
23902843	– Møter en av tidenes målscorere	Sport	2017-01-19 22:56:17
23902913	Trond-Viggo Torgersen (64): Blir skremt av voksne som ikke tar foreldrejobben på alvor	Rampelys	2017-01-20 09:10:45
23902976	6 grunner til å besøke Jordan	Reise	2017-01-20 09:23:42
23903023	Lørdagsquiz	Kaffepausen	2017-01-20 09:58:00
23903003	«Mesternes mester»-Ines dramatiske fortid: Mistet faren i bilulykke	Rampelys	2017-01-20 10:01:29
23901054	Feiret massedrap med      konjakk og allsang: 75 år siden jødeutryddelsen ble satt i system	Nyheter	2017-01-21 18:15:10
23888776	Når kvinner føler seg billige: Råd for bedre partnersex	Nyheter	2017-01-20 11:26:49
23903180	Komisk teaterkaos	Rampelys	2017-01-20 12:31:00
23903242	Omstridt fransk filosof: - Folk er ikke dumme	Nyheter	2017-01-20 12:45:18
23903260	Nå er prinsessen tenåring!	Rampelys	2017-01-20 13:07:10
23903294	Hanne Kristin Rohde om Kulturrådets vraking: Knusende	Rampelys	2017-01-20 13:30:12
23903310	Hun kan ødelegge Norges VM-fest	Sport	2017-01-20 22:20:22
23890788	Mistet dammen da russergrensen ble flyttet: – Plutselig var fisken russisk!	Reportasje	2017-01-21 21:49:56
23899123	Takashi Murakami: Den japanske Warhol	VG Helg	2017-01-20 14:16:54
23903409	Vil ha flere kvinnelige politiledere	Nyheter	2017-01-20 14:36:57
23903550	Tollreglene du må kunne	Reise	2017-01-20 15:39:44
23903558	Dette visste du ikke om håndballgutta	Sport	2017-01-20 18:35:59
23903676	Kjendisene forteller: Derfor støtter vi Johaug	Sport	2017-01-20 17:57:43
23903779	Statsadvokaten tok judokast på overgrepstiltalt	Nyheter	2017-01-20 19:48:15
23903784	Tror ikke på «Lex Amelie»	Nyheter	2017-01-20 19:53:36
23903797	Kronikk: Rasisme her, der og overalt	Meninger	2017-01-20 19:57:37
23903804	Birna (20) fortsatt savnet på Island: To menn mistenkt for drap	Nyheter	2017-01-20 20:03:30
23903811	E-sjefen: Frykter data-angrep mot stortingsvalget	Nyheter	2017-01-20 20:10:28
23903819	Norge trenger et digitalt grenseforsvar	Meninger	2017-01-20 20:13:42
23903821	Magasinet for alle	Meninger	2017-01-20 20:16:17
23903846	Ekstrem forvandling på to måneder	Sport	2017-01-20 20:29:42
23903850	Dale Oens lege tilbake	Sport	2017-01-20 20:32:51
23903853	Henrik Kristoffersen bor hjemme	Sport	2017-01-20 20:36:20
23903856	Bjørgen før Johaug-høringen: – Vil bidra med det jeg kan	Sport	2017-01-20 20:40:40
23903859	Selvsagt må hun dømmes	Sport	2017-01-20 20:43:23
23903862	Reddet ut i live etter to dager innesperret: Mirakelet	Nyheter	2017-01-20 20:52:38
23903871	KrF: Erna må velge sentrum eller Frp	Nyheter	2017-01-20 21:22:59
23903887	En forfengelig mann uten prinsipper	Meninger	2017-01-20 22:11:27
23903896	En håpefull folkemengde	Nyheter	2017-01-20 21:45:42
23903902	Adressa-kommentator om Northug: – Pisser på skiledelsen	Sport	2017-01-20 22:08:22
23903907	Donald Trumps tale	Nyheter	2017-01-20 22:46:11
23903930	USA-ekspert om Trumps tale: – Det er meget alvorlig for Norge	Nyheter	2017-01-20 22:54:58
23893102	Psykolog Peder Kjøs: Vår dyrking av døde stjerner	Nyheter	2017-01-21 18:01:05
23904127	Tjener vår sikkerhet	Meninger	2017-01-21 16:55:21
23904117	Den hjemvendte sønn Iago Aspas: Liverpool-floppens imponerende revansje	Sport	2017-01-21 17:03:35
23904130	Hva kan vi vente oss?	Meninger	2017-01-21 17:10:30
23904146	Enveisbillett til Amerika	Meninger	2017-01-21 17:18:18
23904155	Nynorsken tvinga Mostue til utlandet	Meninger	2017-01-21 17:32:18
23904165	Amerikansk luksusfrokost	Nyttig	2017-01-21 17:45:08
23904170	Ekstravagant kyllingsuppe	Nyttig	2017-01-21 17:51:18
23904176	10 tips for å komme i gang	Nyttig	2017-01-21 18:09:15
23904224	Fetteren til Aksel Hennie: Slumpet opp med Hollywood- rolle	Rampelys	2017-01-21 19:02:42
23904266	Prins William og hertuginne Kate flytter på heltid til London	Rampelys	2017-01-21 19:27:40
23904278	Bartosz Piasecki røk ut av «Mesternes mester»	Rampelys	2017-01-21 19:39:41
23904314	Elisabeth mistet jobbet under fødselspermisjon: Vant over sykehuset	Nyheter	2017-01-21 20:36:38
23904331	Dagens quiz	Kaffepausen	2017-01-21 20:52:41
23904254	Den gode alderdommen: Gammel og frisk!	Nyheter	2017-01-21 20:53:24
23904349	Norge - Makedonia: Knockouten	Sport	2017-01-21 21:11:12
23904345	Pappa Northug til Johaug-familien: – Det er bare tøffe tak	Sport	2017-01-21 21:13:07
23904366	Marine Le Pen til VG: «Stor, ideologisk seier»	Nyheter	2017-01-21 21:20:41
23904374	Presdient Trump: Den massive protesten	Nyheter	2017-01-21 21:37:50
23904438	Marit Bjørgen satser på fem VM-renn: Dropper VM-lagsprinten	Sport	2017-01-21 22:06:40
23904446	Nedtur på nedtur for Liverpool og Manchester City	Sport	2017-01-21 22:14:41
23904454	Jaget ulven	Nyheter	2017-01-21 22:20:01
23904458	Ekspertene om Trumps største løfter: Spår slinger i valsen	Nyheter	2017-01-21 22:26:49
23904462	Et fyrverkeri av en fest	Sport	2017-01-21 22:37:26
23893030	Slik kan dere unngå parkrangler om økonomi	Økonomi	2017-01-22 17:06:12
23897187	Overraskende funn i ny studie: Her er treningen som forlenger livet	Nyheter	2017-01-22 20:54:45
23894817	Slik takler du barna i morgenstresset	Nyheter	2017-01-22 17:10:21
23904619	Fra robåt til robot	Meninger	2017-01-22 17:25:24
23904624	VG sportens spådom: Disse tar medalje i Ski-VM	Sport	2017-01-23 00:04:42
23904626	«Kongens nei» med i Oscar-racet	Rampelys	2017-01-22 17:49:04
23904660	En kamp for kvinners rett	Meninger	2017-01-22 18:03:20
23904666	Basert på en sann historie	Meninger	2017-01-22 18:11:42
23904673	Varslet om systemsvikt og konflikter i Bergen-politiet	Nyheter	2017-01-22 18:26:20
23904792	Føler seg trakassert av Ramm	Nyheter	2017-01-22 21:14:06
23904809	Vekst i utleieboliger: 9000 ledig	Nyheter	2017-01-22 21:20:14
23904808	Dagens quiz	Kaffepausen	2017-01-22 21:20:42
23904816	Han er Europas Trump	Nyheter	2017-01-22 21:32:17
23904830	Northug: Den nye «skogskongen»	Sport	2017-01-22 21:45:11
23904853	En despot trer av	Meninger	2017-01-22 22:01:45
23904871	Storbrannen startet i studentleilighet	Nyheter	2017-01-22 22:20:03
23904879	Nordnorsk dukketeatersuksess – i New York: – Utrolig stort	Rampelys	2017-01-22 22:23:00
23904885	– Tyrkia i angrepsmodus	Nyheter	2017-01-22 22:29:50
23904886	Klar fordel å møte Ungarn	Sport	2017-01-22 22:40:24
23904900	Gråtkvalt Andrine Hegerberg ut på båre etter ball i hodet: – Er helt kake	Sport	2017-01-22 22:48:51
23904905	Ny blemme for Carlsen: Sjokktapet	Sport	2017-01-22 22:55:01
23904924	Johannes Thingnes Bø: – Et perfekt løp	Sport	2017-01-22 23:00:53
23904929	Gikk på fransk valgsmell: – Sosialistene ute av spillet	Nyheter	2017-01-22 23:16:26
23904935	Ødegaard føler seg snytt etter dramatisk Heerenveen-tap: – Jeg mener det er straffe	Sport	2017-01-22 23:20:06
23904899	President Trump: De fem løgnene	Nyheter	2017-01-22 23:31:08
23904954	Ryan Mason hardt skadet: Rystet England	Sport	2017-01-22 23:47:40
23904961	Champions League kan glippe for begge	Sport	2017-01-22 23:53:57
23905081	Tirsdagsquiz	Kaffepausen	2017-01-23 09:45:55
23903194	Sexologen svarer kvinne (34): Mannen min har lite sexlyst	Nyheter	2017-01-23 10:41:27
23900927	Bonusordningene som sparer deg for tusenlapper	Økonomi	2017-01-23 11:21:12
23903271	Test av Audi Q2 og Toyota C-HR: SUV-er i duell	Økonomi	2017-01-23 12:47:34
23881345	Ingen krig uten sauna	Nyheter	2017-01-23 13:40:02
23905267	Se den eksklusive dokumentaren «Mattress Men»: Madrass-selgeren som ble internett-sensasjon	Nyheter	2017-01-23 14:16:51
23905329	Legene tok ut hjertet på pasient, men donorhjertet var gitt bort: Nå får Rikshospitalet knusende kritikk	Nyheter	2017-01-23 14:23:36
23905420	Kunstløp-Sondre: Jeg har alltid skilt meg ut	Sport	2017-01-23 15:18:48
23905565	Aps angrepille	Meninger	2017-01-23 17:26:51
23905571	Krigen mot fakta	Meninger	2017-01-23 17:41:07
23905580	Rolness’ rasisme-rariteter	Meninger	2017-01-23 18:37:22
23905610	Du er så flink til å snakke norsk, Kjetil Rolness!	Meninger	2017-01-23 18:47:34
23905626	Knuser Ernas drøm	Meninger	2017-01-23 18:57:05
23905656	Hun vant VM som 12-åring	Sport	2017-01-23 19:25:08
23905637	HMS-rådgiver om visepolitimesteren: Ville vite om politileder hadde vært på psykiatrisk legevakt	Nyheter	2017-01-23 20:04:17
23905682	Eirik Jensen-rettssaken dag 9: Værmelderen	Nyheter	2017-01-23 20:23:37
23905706	Varsler mild vår langs kysten	Nyheter	2017-01-23 20:30:52
23905744	Samboeren om Lothepus: Litt mannemann	Rampelys	2017-01-23 20:53:49
23905755	Merkel: Ingen grunn til å møte Le Pen	Nyheter	2017-01-23 21:24:03
23905783	Pris for radiomerking av 14 ulver: 1 million kroner	Nyheter	2017-01-23 22:17:33
23905803	Eirik Jensen-saken: Kunne trengt en regelrytter	Nyheter	2017-01-23 22:49:05
23905819	Snittalderen i den norske VM-troppen er 24,7 år. Bjarte Myrhol er 34 år. Han er sjefen.	Sport	2017-01-23 22:59:37
23905834	Den rotete Johaug-debatten	Sport	2017-01-23 23:27:59
23905826	24 timer	Nyheter	2017-01-23 23:42:01
23905866	Slik er Petter Northugs kriseplan før VM	Sport	2017-01-24 00:10:22
23896080	Familiens nye liv i Lofoten: Forlot tidsklemma og fulgte drømmen	VG Helg	2017-01-24 09:16:55
23897828	Var denne italienske herskeren egentlig  norsk?	Historisk	2017-01-24 09:35:49
23906003	Onsdagsquiz	Kaffepausen	2017-01-24 09:55:33
23899049	Tips for unge: Slik får du mer i pensjon	Økonomi	2017-01-24 11:17:02
23887910	Slik lager du treningsrom	Nyttig	2017-01-24 11:30:29
23906317	490 har fått nytt kjønn fra staten	Nyheter	2017-01-24 12:41:23
23906392	Livreddende utstyr til 186 prosent rente	Nyheter	2017-01-24 14:09:19
23906450	Rolness og rasismefornektelser	Meninger	2017-01-24 15:13:24
23906486	Bør ikke straffe livsstilsvalg	Meninger	2017-01-24 15:42:43
23906542	Mobbing i en ny tid	Meninger	2017-01-24 16:25:56
23899117	Fire år med borgerkrig	Meninger	2017-01-24 16:46:49
23906524	Professor: Populismebølgen truer demokratiet	Nyheter	2017-01-24 17:14:41
23906635	Krever journalist utlevert fra Norge	Nyheter	2017-01-24 17:53:11
23906673	Hånet Trumps sønn – suspendert	Rampelys	2017-01-24 18:48:22
23905009	Se oversikten: Her får du best boligrente	Økonomi	2017-01-24 18:49:02
23906707	"Sanner og Skei Grande til samlet angrep på Ap-Støre:  
Anklages for kommune-spill"	Nyheter	2017-01-24 19:52:45
23906715	Skal lede Melodi Grand Prix: Super-reserven	Rampelys	2017-01-24 20:39:00
23906748	Eirik Jensen-rettssaken dag 10: Så rant begeret over	Nyheter	2017-01-24 21:12:35
23906769	Ut med Oslo - inn med Trump	Meninger	2017-01-24 21:45:58
23906799	Norge til historisk håndballsemifinale	Sport	2017-01-24 22:37:03
23906815	Hyller keeperhelten Bergerud: – Blir en av verdens beste	Sport	2017-01-24 22:46:33
23906821	Norge i krabbekrig med EU – et skip arrestert	Nyheter	2017-01-24 23:01:20
23906836	12 ubesvarte spørsmål i Johaug-saken	Sport	2017-01-24 23:26:36
23906844	Johaug-saken: Detaljene må frem i lyset	Sport	2017-01-24 23:31:02
23906855	24 timer	Nyheter	2017-01-24 23:53:49
23906850	Gjermund Cappelens kampplan	Nyheter	2017-01-24 23:56:34
23906875	Henrik Kristoffersen med tirade etter ny seier	Sport	2017-01-25 00:17:36
