id,title,image-url,categories,tags
0d0qJ,"Kort sagt, 8. desember",,[meninger],[debatt]
0d170,En ekspert – en sexarbeider som har medvirket i porno – formulerte seg meget klart om «barnepornografi» | Per Egil Hegge,https://ap.mnocdn.no/images/f03b4a6b-921b-407f-9e6b-d937abefbc9b?fit=crop&q=80&w=480,[meninger],"[overgrep, språk, høyesterett, barn, barneekteskap]"
0d1n0,Savnet kvinne trolig funnet død i Østfold,,[norge],[]
0d260,Duterte truer med å kaste korrupte ut av helikopter,https://ap.mnocdn.no/images/553ea169-57f7-49b0-aaa3-cf3860aa6600?fit=crop&q=80&w=480,[verden],[filippinene]
0d2GM,– Oslo får perfekt rakettvær,,[osloby],[fyrverkeri]
0d2KA,To kvinner etterlyst etter boligbrann i Porsgrunn,https://ap.mnocdn.no/images/0fa3863e-f686-4e9c-9428-47426dc62e2b?fit=crop&q=80&w=480,[norge],[porsgrunn]
0d2lg,Debbie Reynolds døde mens hun sørget over datterens bortgang,https://ap.mnocdn.no/images/7a4055e0-4fde-4262-95c3-1309a7ff5370?fit=crop&q=80&w=480,[kultur],[film]
0d7Pg,Knesset til knes i protest om skjørtelengde,https://ap.mnocdn.no/images/5048bd98-fbed-4ab0-8515-0a231e9e77e2?fit=crop&q=80&w=480,[verden],"[jerusalem, israel, diskriminering]"
0d8G0,Politiet i Sveits etter moskéskyting: – Ikke noe som tyder på terror,https://ap.mnocdn.no/images/a7c4807e-a1e1-4c8e-99d3-c8bcc534060b?fit=crop&q=80&w=480,[verden],[]
0d8vo,Erna Solberg gjør minimalt ut av statsrådskiftene | Trine Eilertsen,https://ap.mnocdn.no/images/c9c9c6e9-87d3-409b-8e13-2f06963d4de2?fit=crop&q=80&w=480,"[meninger, kommentar]","[terje søviknes, regjeringen, knut arild hareide, erna solberg, frank bakke-jensen, trine skei grande]"
0dA56,Leteaksjon etter fem i fjellet på Voss,,[norge],[]
0dA8M,En person pågrepet etter skyting mot utested i Oslo fredag,https://ap.mnocdn.no/images/15393ab6-ae05-4aad-b77e-3cbea24adbb4?fit=crop&q=80&w=480,[osloby],"[restaurant, skyting, politiet]"
0dJ4A,Språket vårt: Importerte ord,https://ap.mnocdn.no/images/62cd265e-c762-4025-b888-ddcadfce5e44?fit=crop&q=80&w=480,[kultur],[språk]
0dJVM,Flere hundre fulgte Jakob (14) til graven,http://ap.mnocdn.no/images/4afaa9dc-05ef-400f-a6fe-9bec449128e1?fit=crop&q=80&w=480,[norge],"[drap, kristiansand]"
0dJkJ,Bahrain opprettholder dommen mot opposisjonsleder,,[verden],[]
0dJrE,Vil ikke svare på om hun er glad for Hagens comeback,https://ap.mnocdn.no/images/a6ddefaf-6965-4fa6-8c4d-d3882434b4f5?fit=crop&q=80&w=480,"[norge, politikk]","[fremskrittspartiet (frp), carl i. hagen, siv jensen, politikk]"
0dOWM,"Det mest skremmende funnet i PISA-rapporten handler ikke om matematikk, lesing eller naturfag | Helene Skjeggestad",https://ap.mnocdn.no/images/aad12e28-f7b5-4807-99ff-075b8c86d202?fit=crop&q=80&w=480,"[meninger, kommentar]","[skole og utdanning, skole, pisa, skolepolitikk]"
0dR3A,Tørrkokt pinnekjøtt førte til brannutrykning,https://ap.mnocdn.no/images/090c04a7-a107-427b-82c2-1c835038596e?fit=crop&q=80&w=480,[norge],[jul]
0dW22,Norges Bank vil at oljepengene skal leve farligere,https://ap.mnocdn.no/images/8ba63312-5dad-44b1-932f-a329d3b9c001?fit=crop&q=80&w=480,[okonomi],"[norges bank, finansdepartementet, økonomi]"
0dW8E,Kronikk: Det haster for norske medier nå | Thor Gjermund Eriksen,http://ap.mnocdn.no/images/8de2a03a-90bc-4f77-a156-7529389a336b?fit=crop&q=80&w=480,"[meninger, debatt]","[netflix, mediepolitikk, hbo, nrk]"
0dWOM,Her bygges palestinernes drømmesamfunn. Men konflikter er i ferd med å gjøre det om til en spøkelsesby.,https://ap.mnocdn.no/images/02c41c04-282d-4e16-8d5f-4e4a127890b7?fit=crop&q=80&w=480,[verden],[]
0dWXg,Dagens quiz,https://ap.mnocdn.no/images/42f5a218-6dec-4088-8914-8207f587bbdb?fit=crop&q=80&w=480,[kultur],[quiz]
0dWx6,"Han har israelske foreldre, oppvokst i Norge: «Er det ikke sånn at jødene styrer Coca-Cola?»",https://ap.mnocdn.no/images/e8cc4280-1ad4-4339-83f6-6d35a1110d9a?fit=crop&q=80&w=480,"[meninger, sid]","[ungdom, israel]"
0daQg,Nekrolog: Anne Borg,,[personalia],[nekrolog]
0daw6,Rasende reaksjoner fra Israel etter historisk vedtak i FNs sikkerhetsråd,https://ap.mnocdn.no/images/7354895d-a591-4234-b3ac-3e8c45f6d811?fit=crop&q=80&w=480,[verden],"[fns sikkerhetsråd, israel, usa]"
0dbQ2,Politiet frykter opptil 40 døde etter brann i festlokale,http://ap.mnocdn.no/images/dc7d1181-6822-4424-b2cc-b2273426a22b?fit=crop&q=80&w=480,[verden],"[san francisco, brann]"
0ddmG,Kjendis + nød gir presseoppslag. Bare synd det som oftest er kjendisen som får mest oppmerksomhet | Anne Håskoll-Haugen,https://ap.mnocdn.no/images/e712d087-bb67-4e6d-8449-16ffb6a27938?fit=crop&q=80&w=480,"[meninger, debatt]","[bistand, fattigdom]"
0ddpJ,Anundsen forlater Regjeringen med ny kritikk i bagasjen,https://ap.mnocdn.no/images/eaa85655-c3a6-4087-9f75-ec8f70a074ef?fit=crop&q=80&w=480,"[norge, politikk]","[anders anundsen, erna solberg, politikk]"
0ddz6,Angrepet i Berlin følger IS' nye terroroppskrift til punkt og prikke. Bilen er gruppens nye foretrukne våpen.,https://ap.mnocdn.no/images/b3f58473-dc8d-4c20-8fdd-52dd07a5ff56?fit=crop&q=80&w=480,[verden],"[nice, den islamske staten (is), berlin, terror]"
0dgJ2,Språket vårt: Vi fremholder,https://ap.mnocdn.no/images/17d5438d-adab-47c5-ba4b-e0f7f2ed49c2?fit=crop&q=80&w=480,[kultur],[språk]
0dgM6,17-åring tiltalt for trusler mot jøder og kvinnelige politikere,,[norge],"[kriminalitet, trusler]"
0dgOo,«Killer clowns» må slutte å skremme folk,http://ap.mnocdn.no/images/c48bb0d5-306e-4e49-8cb9-8634c2bf387c?fit=crop&q=80&w=480,"[meninger, sid]","[øygarden, film, barn]"
0dgko,Ekstremåret 2016 ryster også ytringsfriheten | Frank Rossavik,https://ap.mnocdn.no/images/5cb8e805-a8cb-4839-bea3-65266b5dc56e?fit=crop&q=80&w=480,"[meninger, kommentar]","[debatt, donald trump, ytringsfrihet]"
0dgzJ,Kortfilm: Mammas Mann,https://ap.mnocdn.no/images/60eb00a2-b5e9-4973-b484-0538bcb860ba?fit=crop&q=80&w=480,[kultur],"[film, kortfilmfestivalen, kjærlighet, samliv, barn]"
0dk9E,"Født i Polen, bor i Norge: – Så lenge man jobber og kan språket, skal man ikke føle seg nedtrykt",https://ap.mnocdn.no/images/fbb2159a-d01c-4e23-8729-7766f833cdf4?fit=crop&q=80&w=480,"[meninger, sid]","[ungdom, polen]"
0dkoE,EUs sjefforhandler varsler raske brexit-forhandlinger,https://ap.mnocdn.no/images/a69963f7-4711-427d-845f-577b89911775?fit=crop&q=80&w=480,[verden],[]
0dkxM,Flyvertinnen og reiseekspertens tips: Slik reiser du best med barn,http://ap.mnocdn.no/images/ddb3ba98-6232-4e3d-9da4-c718636bb317?fit=crop&q=80&w=480,[norge],"[fly, barn]"
0dl5M,Påstand om ti års fengsel for Ubaydullah Hussain,https://ap.mnocdn.no/images/99c3d017-46a3-4247-94bf-44395e07053f?fit=crop&q=80&w=480,[norge],[]
0dl7J,EU legger plan for hurtigangrep på brexit,https://ap.mnocdn.no/images/68fb0b5e-a4c3-4602-8d98-d2fcf1559241?fit=crop&q=80&w=480,[verden],"[eu, donald tusk, storbritannia, brexit, brussel]"
0dlw0,Livet på toppen: - Det er viktig å behandle alle ansatte ulikt,https://ap.mnocdn.no/images/609e032e-fc24-4a7c-ab8a-876f5466514c?fit=crop&q=80&w=480,[okonomi],"[miljø, bærekraft, kommunikasjon, ledelse]"
0dme6,Gresk ambassadør drept av brasiliansk politimann,https://ap.mnocdn.no/images/f110fc89-18d6-4f11-b89c-5b0931d43c9e?fit=crop&q=80&w=480,[verden],"[rio de janeiro, drap, brasil]"
0dq92,Øvelser i medlidenhet,http://ap.mnocdn.no/images/76d37930-c838-439e-b071-7310d0adae70?fit=crop&q=80&w=480,[kultur],"[litteratur, bokanmeldelse]"
0dqL2,Språket vårt: Bortprioritering,https://ap.mnocdn.no/images/2de54a7c-3ed1-4f38-bd8a-bdee505956d5?fit=crop&q=80&w=480,[kultur],[språk]
0dr0G,Åtte grunner til Erna Solberg blir sittende tross budsjettbruddet,http://ap.mnocdn.no/images/a3e02add-2e6d-4598-bf52-73fad0eb8ce6?fit=crop&q=80&w=480,"[norge, politikk]","[statsbudsjettet, regjeringskrise, erna solberg, politikk]"
0dr7M,Space Nation: - Snart kan også du få reise til rommet,http://ap.mnocdn.no/images/bfbbea69-b561-4c0d-971a-da5c79313c26?fit=crop&q=80&w=480,[kultur],"[spacex, nasa, romfart]"
0drMo,Sjokkmelding fra Hollande - stiller ikke som presidentkandidat,http://ap.mnocdn.no/images/4575fbdf-e52c-49c7-b9be-d42c0d6ba123?fit=crop&q=80&w=480,[verden],"[françois hollande, frankrike]"
0dxQ0,Sivilsamfunnet i Syria er viktigere enn noensinne | Frida Nome,https://ap.mnocdn.no/images/4b4530d0-57d6-4d52-97ec-c7cb5cd27617?fit=crop&q=80&w=480,"[meninger, debatt]","[syria, krig, fn, syriakrigen]"
0dxWJ,Sju måneders fengsel for å ha skutt ulv,,[norge],[]
0dxp6,Aleppo-seier gir Iran økt innflytelse i Midtøsten,https://ap.mnocdn.no/images/6be4ddf2-0c7b-4464-85f3-32c8d423903c?fit=crop&q=80&w=480,[verden],"[hizbollah, sjia, iran, syriakrigen]"
0dydG,Apple Airpods: Jeg tror disse kommer til å forandre livet mitt. Og jeg hadde overhodet ikke forventet det.,https://ap.mnocdn.no/images/7e835977-d1e3-4c2a-b48e-ca02523418ee?fit=crop&q=80&w=480,[kultur],"[musikk, internett, tim cook, apple, teknologi, digital, ios, test]"
1J26G,Redningsaksjon avsluttet - antatt druknet mann ringte politiet selv,https://ap.mnocdn.no/images/bfb0d861-afe9-4428-a261-1b8981a09cbb?fit=crop&q=80&w=480,[norge],[]
1J27B,99 grunner til å glede seg til konsertåret 2017,https://ap.mnocdn.no/images/57558066-b2fe-4223-a0e9-9981f8026529?fit=crop&q=80&w=480,[osloby],"[röyksopp, arve tellefsen, veronica maggio, ariana grande, kvinnedagen, highasakite, bob dylan, sabaton, drake, ole paus, telenor arena, marcus & martinus, ingrid olava, grunnloven, lillebjørn nilsen, vigelandsparken, bylarm, øystein sunde, stein torleif bjella , norwegian wood, folkemusikk, lars vaular , wenche myhre, øyafestivalen]"
1J3oe,Min pappa valgte å dø. Nå vil jeg at flere menn skal snakke om tankene sine. | Thea G. Østensen,https://ap.mnocdn.no/images/9c2a1d14-076e-4b01-b10d-aeae328a3810?fit=crop&q=80&w=480,"[meninger, sid]","[psykisk helse, selvmord]"
1J4KQ,Europaminister Bakke-Jensen har en eurokritisk dobbeltgjenger,https://ap.mnocdn.no/images/9c966deb-eba9-4d48-9c32-4740b50ed620?fit=crop&q=80&w=480,"[norge, politikk]","[ukip, europa, frank bakke-jensen]"
1J4de,Opprørspoliti drepte minst 26 demonstranteri i Kongo,https://ap.mnocdn.no/images/5ff56d7a-6886-4a8e-b989-9d46e31a9565?fit=crop&q=80&w=480,[verden],[kongo (kinshasa)]
1J4oM,Transportkjemper i Norge med knallharde angrep på Posten Norge,https://ap.mnocdn.no/images/248bf8a8-c5cf-45a0-b6af-14dc4c7f4132?fit=crop&q=80&w=480,[norge],"[bring, posten, ketil solvik-olsen]"
1J7Pq,På tide å stille klokken!,http://ap.mnocdn.no/images/eb6cea1a-6b38-4a06-a1ca-b4470aef8197?fit=crop&q=80&w=480,[osloby],[arkitektur]
1J80M,Politiet: - Har en tanke om hva motivet kan være,http://ap.mnocdn.no/images/0d624f6e-13af-48f0-9c5d-971753ed485e?fit=crop&q=80&w=480,[norge],"[drap, våpen, fædrelandsvennen, dna, buss, agder, politiet, etterforskning]"
1J8Mq,Azra Gilani kåret som «ei ålreit dame». Skal dele ut én million kroner.,http://ap.mnocdn.no/images/e78038ab-6b72-4431-a374-886a365460a4?fit=crop&q=80&w=480,[kultur],[]
1J8dK,Nekrolog: Rosamaría Paasche,,[personalia],[nekrolog]
1J8le,Dødsdømt hostet og knyttet neven i 13 minutter under henrettelsen,https://ap.mnocdn.no/images/6e756526-d052-4970-a1ec-aa318535e997?fit=crop&q=80&w=480,[verden],[dødsstraff]
1J94e,Titusener sivile fra Aleppo evakueres til det som kan bli Syrias neste slagmark,https://ap.mnocdn.no/images/e4e06d4e-593c-49bd-bd1b-ab21584ae4f0?fit=crop&q=80&w=480,[verden],"[den islamske staten (is), bashar al-assad, al-qaida, syriakrigen]"
1JAMW,Ingen skadet i bileksplosjon i Canberra,,[verden],[]
1JAOB,Berlin-terroren: Dette er mannen hele Europa leter etter,https://ap.mnocdn.no/images/efc06ee5-f37b-4b17-a495-e8617d3dbb85?fit=crop&q=80&w=480,[verden],"[den islamske staten (is), berlin]"
1JGgl,Ny meningsmåling: Arbeiderpartiet går tilbake i Oslo,https://ap.mnocdn.no/images/a71581a7-1ff8-4371-9624-565aca1ab5a5?fit=crop&q=80&w=480,[osloby],"[meningsmålinger, oslo-politikken]"
1JLxq,Skrev fantasier om seksuelle overgrep mot barn. Nå er han dømt.,https://ap.mnocdn.no/images/44505258-972e-499a-931b-47a067b1c26d?fit=crop&q=80&w=480,[norge],"[overgrep, straffeloven, barn]"
1JXeW,"Hvordan forynge en aldrende krimhelt? Send ham tilbake til 1996, til millenniumfrykt og tidlig internett.",https://ap.mnocdn.no/images/1e4d7ca3-7bcd-48b2-97c1-91f93ac9000b?fit=crop&q=80&w=480,[amagasinet],[krim-bloggen]
1JaQK,Nekrolog: Oddvar S. Kvam,https://ap.mnocdn.no/images/9bc0ae99-36f2-43d0-b862-2c6e9269b938?fit=crop&q=80&w=480,[personalia],[nekrolog]
1JbkB,"Om garderobesnakk, julebordsnakk, kontorsnakk",https://ap.mnocdn.no/images/e813b0f8-780d-4f95-986a-674b48c46ad8?fit=crop&q=80&w=480,[amagasinet],"[kjønn, seksuell trakassering, arbeidsliv]"
1JdgQ,Statsråden garanterer for sikkerheten med DAB,http://ap.mnocdn.no/images/b8b48085-be2b-4f28-b4c8-0d0feacf4f17?fit=crop&q=80&w=480,[kultur],[]
1Je6J,Kilder: «Telenor-styret er fortvilet over Wærsted»,https://ap.mnocdn.no/images/c4f094f7-8684-486b-b421-dd36c1f46cb0?fit=crop&q=80&w=480,[okonomi],[telenor]
1Jeme,Kilder hevder Rex Tillerson blir Trumps utenriksminister,http://ap.mnocdn.no/images/aba53e5f-7dc5-4990-93ef-4de3cce6489a?fit=crop&q=80&w=480,[verden],[]
1JpXJ,Truet nabo med skytevåpen,,[osloby],"[oslo, politiet]"
1JrAG,"Født i Norge, bosniske foreldre: «Bosniere og serbere er vel nesten det samme?» Vel, det er to ulike folkeslag",https://ap.mnocdn.no/images/1f7654e9-c234-485b-b4d0-aac60f3b541c?fit=crop&q=80&w=480,"[meninger, sid]","[ungdom, integrering, jul]"
1JwRK,"Da Kristoffer fikk bytte fra studiespesialiserende til yrkesfag, ble skolehverdagen perfekt",https://ap.mnocdn.no/images/4ed46566-75b7-4f45-9e71-0943329470ee?fit=crop&q=80&w=480,"[meninger, sid]","[skole og utdanning, videregående skole]"
1Jx9e,"Det gjelder bare å høre etter: kvinnelige komponister leverer, igjen og igjen.",http://ap.mnocdn.no/images/eef7dba8-7230-42b2-a5da-3c3318b203d5?fit=crop&q=80&w=480,[kultur],[klassisk musikk]
1JxPQ,Washington Post: Pensjonert general blir Trumps forsvarsminister,http://ap.mnocdn.no/images/ebb9478b-7797-4e3f-a6dc-d86c0815ce3c?fit=crop&q=80&w=480,[verden],[]
1JxlB,Nekrolog: Sigurd Jan Eliassen,,[personalia],[nekrolog]
1Jy9Q,Minst 36 omkom i brannen i Oakland,http://ap.mnocdn.no/images/f4983801-2958-46a7-ae3a-367defc83315?fit=crop&q=80&w=480,[verden],[]
1Jyle,Alle omskjæringer i Danmark skal registreres,,[verden],[omskjæring]
1JzMB,Jusprofessor: - Det kan komme opp flere forhold om Telenor i Asia,https://ap.mnocdn.no/images/984df87c-151c-4c59-86f0-374ed1e000c3?fit=crop&q=80&w=480,[okonomi],"[sigve brekke, telenor]"
2g8jv,Her dundrer verdens beste kvinnelige elvepadler nedover elven. Hun er gravid i åttende måned,https://ap.mnocdn.no/images/83c2a248-0ff1-40cc-9e85-2b8d33d23c86?fit=crop&q=80&w=480,[amagasinet],"[padling, friluftsliv]"
2z05l,"Kort sagt, 13. desember",http://ap.mnocdn.no/images/bae529ed-5944-4415-ace1-869c5a47467b?fit=crop&q=80&w=480,"[meninger, debatt]",[debatt]
2z0zq,En lynguide til Norges største spellemann,https://ap.mnocdn.no/images/e80793ad-f0f4-4e80-a353-91ee64038f03?fit=crop&q=80&w=480,[kultur],"[arve tellefsen, klassisk musikk]"
2z4Lr,Mannen bak Spice Girls og merkevaren Idol skal få Skam til å ta av i USA,https://ap.mnocdn.no/images/d47e6ba3-62ad-41ff-8f48-44b35a8a0f5a?fit=crop&q=80&w=480,[kultur],"[nyinnspilling, nrk super, new york times, underholdning, ungdom, skam, usa, tv]"
2z4br,6 viktige grunner til at Telenor-sjef Sigve Brekke er i hardt vær,http://ap.mnocdn.no/images/e7ab4f1c-0d69-4fe5-a817-7c3ab1284f66?fit=crop&q=80&w=480,[okonomi],"[berit svendsen, telenor, sigve brekke, monica mæland]"
2z6Xr,Fransk hjelpearbeider bortført i Mali,,[verden],[]
2z6wy,To tonn tungt skilt blåste ned da ekstremværet traff Oslo og Østlandet i natt,https://ap.mnocdn.no/images/9fae1f21-c556-41d5-9ae1-9b281cd211b7?fit=crop&q=80&w=480,[norge],"[beredskap, vær, ekstremvær]"
2z73B,"Satte fyr på naboens balkong, ifølge politiet. Er tidligere straffedømt for ildspåsettelse.",,[osloby],"[brann, politiet]"
2z74q,Intens jakt på ukjent gjerningsmann etter julemarkedmassakre,https://ap.mnocdn.no/images/853b8f33-8990-402b-b093-a65c427e33b3?fit=crop&q=80&w=480,[verden],"[beredskap, den islamske staten (is), politiet, berlin]"
2z78B,Terroristene har siktet seg inn på julen. Trusselen preger hele Europa.,https://ap.mnocdn.no/images/287f39cf-aba9-4dc3-bda6-b4e30552eef6?fit=crop&q=80&w=480,[verden],"[beredskap, tyskland, berlin, terror]"
2zJ1q,Skam har gjort det kult å snakke norsk - i Danmark | Julie Buur Trærup,http://ap.mnocdn.no/images/b3de01c8-6492-448e-8e36-2ceeb436446b?fit=crop&q=80&w=480,"[meninger, debatt]",[skam]
2zJPx,"Tiltalt far om baby: – Han dør ikke, han dør ikke!",http://ap.mnocdn.no/images/31e1ae54-286c-4ee9-b97c-b0b8b87b24b3?fit=crop&q=80&w=480,[norge],[]
2zJqR,Ukens kunst: Alt handler om å bli sett,http://ap.mnocdn.no/images/67e0df0b-de3d-4e06-bc66-748142b00ff9?fit=crop&q=80&w=480,[kultur],"[kultur, oslo, utstilling, kunst, billedkunst]"
2zK9r,Podkast fra Aftenposten: Skuddet på Toftøy. Episode 4: Passasjeren,,[amagasinet],"[kriminalitet, a-magasinet, podcast]"
2zKvr,Ingen overlevende etter flystyrt i Pakistan,,[verden],[]
2zO8l,Dagens quiz,https://ap.mnocdn.no/images/0aadffef-d941-47d5-aa25-3ccc3842dcef?fit=crop&q=80&w=480,[kultur],[quiz]
2zW6R,Bil i motgående kjørefelt skapte kaos på E6,https://ap.mnocdn.no/images/bada099c-a0fc-4c56-9b07-4bf9c1caed4c?fit=crop&q=80&w=480,[norge],"[trafikkulykker, e6]"
2zXQa,Linda Bernander Silseth ny styreleder for Nasjonalmuseet,http://ap.mnocdn.no/images/7aec50c7-4e07-4627-9af8-beacba666689?fit=crop&q=80&w=480,[kultur],[]
2zaRB,20-åring pågrepet for dobbeltdrap i Sverige,https://ap.mnocdn.no/images/57adabfe-b749-4cbf-9a76-7de24f24b359?fit=crop&q=80&w=480,[verden],[]
2zbPr,Aftenposten mener: Paris-avtalen krever mer av Regjeringen,http://ap.mnocdn.no/images/773b2711-012f-46b2-9034-26ef7138326e?fit=crop&q=80&w=480,"[meninger, leder]","[eu, statsbudsjettet, regjeringen, klima, paris]"
2ze7y,Indiske aviser: Telenor i samtaler om å gi bort India-virksomheten,https://ap.mnocdn.no/images/bd814abc-814d-4290-a76b-ef00577903a4?fit=crop&q=80&w=480,[norge],"[telenor, næringsliv]"
2zeL4,Kirken må unngå søtladen religiøsitet og slå fast at mørket preger oss alle | Espen Ottosen,https://ap.mnocdn.no/images/503bf233-31d7-4810-a5ac-d2aecf49db5e?fit=crop&q=80&w=480,"[meninger, debatt]","[statskirkens siste jul, livssyn, jesus, kristendom, jul]"
2zgav,Santos: – Fred er den virkelige prisen,http://ap.mnocdn.no/images/e5241a55-3457-4b8d-ba9e-abfac33f7d07?fit=crop&q=80&w=480,[norge],[]
2zggr,Minst syv drept i to bombeangrep i Egypt,http://ap.mnocdn.no/images/5cab93d9-ca3c-49dd-b7dc-db72b979cda9?fit=crop&q=80&w=480,[verden],[]
2zl2q,Her sitter sjåføren og leser mens vogntoget dundrer avgårde. Nå kan du snart møte selvkjørende biler på norske veier.,https://ap.mnocdn.no/images/2c6b0834-1d10-42b1-9b09-7eebabfe8508?fit=crop&q=80&w=480,[norge],"[uber, kolumbus, volvo, ketil solvik-olsen, selvkjørende biler]"
2zlrl,STUCK ep. 3:  Proxeneta,https://ap.mnocdn.no/images/ab934961-4c0d-4dad-881c-40598933990c?fit=crop&q=80&w=480,[verden],"[prostitusjon, tvangsekteskap, barneekteskap]"
2zoxr,Heidi Sørensen blir klimasjef i Oslo,https://ap.mnocdn.no/images/a46c74a8-9602-40d9-873e-f058d6f13471?fit=crop&q=80&w=480,[osloby],"[oslo, klimapolitikk]"
2zqkR,Oslo før: Oljeplattformer i Oslo sentrum?,http://ap.mnocdn.no/images/a873eb5e-3c14-42a2-a098-b199ebe812c3?fit=crop&q=80&w=480,[osloby],"[oslo før, aker brygge, historie, oljeproduksjon]"
2zrnv,Syria-ekspert: – Den store freden kommer ikke nå,https://ap.mnocdn.no/images/6cbf8adb-f550-4404-8da1-550c14af4a82?fit=crop&q=80&w=480,[verden],[syria]
2zvny,Elise By Olsen (17) er verdens yngste moteredaktør. Nå føler hun seg nesten gammel.,https://ap.mnocdn.no/images/b9caebb2-9734-44b5-a3be-e5f5959535c2?fit=crop&q=80&w=480,[amagasinet],"[generasjon, ungdom, mote]"
2zx4x,Netflix satser stort med skandinavisk TV-serie,https://ap.mnocdn.no/images/02d77d19-9558-4cda-b8a6-4f118e4b5caa?fit=crop&q=80&w=480,[kultur],[]
2zxGv,"Piloten i fotballtragedien hadde forfalsket papirene sine, hevder advokat.",https://ap.mnocdn.no/images/5bcd8d2a-5bd6-4c4a-94f5-8f3a392411af?fit=crop&q=80&w=480,[verden],"[colombia, fly]"
2zxQr,«Passengers»: Tam romanse i verdensrommet,https://ap.mnocdn.no/images/3b50ee70-ff99-4115-8025-528046d1d5f8?fit=crop&q=80&w=480,[kultur],"[film, jennifer lawrence, filmanmeldelse]"
2zyQq,Forsinkede og innstilte tog mellom Oslo og Gardermoen,https://ap.mnocdn.no/images/4fd06aa3-84d8-4d47-b5f8-6a078089f346?fit=crop&q=80&w=480,[osloby],"[tog, bane nor (tidl. jernbaneverket)]"
2zz0y,Frykter at sjåføren ble kidnappet: - Det ser ut som om noen har øvd på å kjøre lastebilen.,https://ap.mnocdn.no/images/ee002d2a-06b7-4ce0-a07e-85c005c19f30?fit=crop&q=80&w=480,[verden],[]
300K9,Tankbil med 15.000 liter diesel har veltet og sprunget lekk,,[norge],[]
300kP,– Tujahekker er blitt innbruddstyvens beste venn,https://ap.mnocdn.no/images/946ef312-8c57-4c8a-9971-68c1d61fa53f?fit=crop&q=80&w=480,[norge],"[politiet, tyveri og innbrudd]"
303Ee,Norske milliarder til nye kullkraftverk,https://ap.mnocdn.no/images/bd2eddd7-35e6-4863-b464-f29235f15562?fit=crop&q=80&w=480,[norge],"[klimaendringer, klima, kull, global oppvarming, statens pensjonsfond utland]"
303mP,– Avvisning gjør så vondt. Får lyst til å hyle og gråte,https://ap.mnocdn.no/images/8519a54c-d055-414d-928a-82cd8719baff?fit=crop&q=80&w=480,[norge],[]
303ov,FN-sjefen: - Aleppo er nå et synonym for helvete,https://ap.mnocdn.no/images/deac5256-7091-4fc8-ab10-2b8033a99302?fit=crop&q=80&w=480,[verden],"[syria, fn, ban ki-moon, konflikt]"
307Pe,Medierevisjonen: Naiv eller kunnskapsløs journalistikk om PR? | Gjermund Stenberg Eriksen,http://ap.mnocdn.no/images/916e3d03-462f-4534-9d83-0cd8b7416143?fit=crop&q=80&w=480,"[meninger, debatt]",[]
307p0,"Skulle kjøpe bil, ble svindlet for 170 000 på åpen gate",http://ap.mnocdn.no/images/dd794046-cb02-447c-a932-800d5ac0b3dd?fit=crop&q=80&w=480,[osloby],[]
3084e,Dagens quiz,https://ap.mnocdn.no/images/8192503e-437e-4cc5-85c2-fa89ad872e88?fit=crop&q=80&w=480,[kultur],[quiz]
3088A,– Steinene utgjør en stor risiko for trafikksikkerheten,https://ap.mnocdn.no/images/7ae74b0c-2d0f-4f59-b540-322f099253cc?fit=crop&q=80&w=480,[norge],[]
3089q,Språket vårt: Blikkskjenk m.m.,https://ap.mnocdn.no/images/018c2d94-dda4-4297-b5b5-55b7c0827d28?fit=crop&q=80&w=480,[kultur],[språk]
308kL,Glassklart om selvmord,https://ap.mnocdn.no/images/fb2b2af3-c7bd-4879-ae96-7043013e2cce?fit=crop&q=80&w=480,[kultur],[]
308pA,Forsinkelser i togtrafikken ved Lillestrøm,https://ap.mnocdn.no/images/a2054c81-9e62-4d93-909a-ff56159c5de9?fit=crop&q=80&w=480,[norge],[]
30AmL,Si ;Ds julekalender 2016,https://ap.mnocdn.no/images/acd75802-7e03-4172-b2dd-3cc2d4ca5463?fit=crop&q=80&w=480,"[meninger, sid]","[ungdom, jul]"
30GKe,Oslo kommune har kjøpt boliger for 869 millioner,https://ap.mnocdn.no/images/858a9daa-a839-4f54-9c88-e81b62a422e9?fit=crop&q=80&w=480,[osloby],[]
30GrX,17-åringen ble kritisk skadet. Nå tar Statoil selvkritikk for sikkerhetssvikt,https://ap.mnocdn.no/images/997d7646-614e-4962-b5f8-7c5dd8262757?fit=crop&q=80&w=480,[norge],[]
30GyM,Økt innvandrerskepsis i Norge,,[norge],[]
30Kqd,Slik får du juletreet til å vare lenge,http://ap.mnocdn.no/images/90db304c-945c-4c4a-8679-e98ffee5bdba?fit=crop&q=80&w=480,[norge],[jul]
30Mx0,Spektakulære reisemål: Destinasjon Island,https://ap.mnocdn.no/images/95ff79c1-62b6-43c6-9936-ae24d1276d82?fit=crop&q=80&w=480,[amagasinet],"[island, fjell, a-magasinet]"
30O49,"Født i Kenya, oppvokst i Norge: «Lever dere som i jungelen. Med løver og sånn?»",https://ap.mnocdn.no/images/c978fef1-cd11-4377-8065-7b24be990bb8?fit=crop&q=80&w=480,"[meninger, sid]","[kenya, ungdom]"
30OQL,Hvem behandles?,https://ap.mnocdn.no/images/0950f16e-b97f-4865-a573-25de3ad7358c?fit=crop&q=80&w=480,[kultur],[språk]
30PLL,Frode Thuen svarer deg: – Han blir irritert når jeg står opp for tidlig,,[norge],[frode thuen]
