	genderLabel	ageLabel	numEventsTotal
347	0.0	56.7526881717	988.0
348	1.0	58.1505376342	780.0
349	1.0	42.7150537633	912.0
350	1.0	44.5080645158	1535.0
351	0.0	54.6478494625	1218.0
352	0.0	36.704301075	1319.0
353	1.0	37.045698925	662.0
354	1.0	52.572580645	751.0
355	1.0	46.01344086	936.0
356	1.0	44.5940860217	1211.0
357	0.0	36.3575268817	1582.0
358	1.0	34.295698925	730.0
359	1.0	52.9838709675	669.0
360	0.0	72.0188172042	805.0
361	1.0	36.7473118283	1912.0
362	1.0	27.4032258067	596.0
363	1.0	32.8844086025	2689.0
364	1.0	35.5806451617	859.0
365	0.0	72.0053763442	2066.0
366	0.0	25.2876344083	577.0
367	0.0	61.545698925	891.0
368	1.0	44.4704301075	1822.0
369	0.0	50.6370967742	2347.0
370	1.0	40.3790322583	780.0
371	0.0	47.85483871	940.0
372	0.0	57.4946236558	932.0
373	0.0	55.9489247308	764.0
374	0.0	68.0053763442	1111.0
375	0.0	54.0698924733	1010.0
376	0.0	63.10483871	776.0
377	1.0	52.5779569892	520.0
378	0.0	69.4059139783	797.0
379	0.0	55.25	2229.0
380	0.0	57.6129032258	1494.0
381	0.0	57.913978495	1313.0
382	1.0	36.0967741933	2025.0
383	0.0	45.9677419358	1518.0
384	0.0	20.5	954.0
385	1.0	70.8790322583	1383.0
386	0.0	36.5215053767	584.0
387	0.0	63.2741935483	840.0
388	0.0	53.7903225808	581.0
389	0.0	70.8602150542	1220.0
390	0.0	47.2446236558	1799.0
391	0.0	25.0268817208	1743.0
392	1.0	28.7446236558	801.0
393	0.0	50.5188172042	1363.0
394	0.0	42.5483870967	608.0
395	0.0	42.1424731183	840.0
396	1.0	33.7258064517	1965.0
397	0.0	42.6962365592	599.0
398	0.0	62.5026881717	926.0
399	0.0	50.9005376342	1799.0
400	0.0	42.3521505375	1383.0
401	1.0	47.4623655917	655.0
402	0.0	37.73655914	938.0
403	1.0	53.6827956992	836.0
404	0.0	66.4435483875	1031.0
405	0.0	32.2876344083	932.0
406	1.0	30.0403225808	3309.0
407	0.0	76.8602150542	3920.0
408	0.0	47.9731182792	896.0
409	0.0	72.0026881717	531.0
410	0.0	47.6021505375	811.0
411	1.0	38.3387096775	3203.0
412	1.0	50.2204301075	1009.0
413	1.0	67.1505376342	784.0
414	0.0	33.322580645	583.0
415	0.0	51.4838709675	1477.0
416	1.0	50.1478494625	1871.0
417	0.0	69.6344086025	809.0
418	1.0	27.6801075267	502.0
419	0.0	44.39516129	899.0
420	1.0	33.1801075267	1013.0
421	1.0	47.2258064517	1495.0
422	1.0	50.0564516125	535.0
423	1.0	35.4327956992	937.0
424	0.0	63.1693548383	1774.0
425	1.0	54.2768817208	1046.0
426	0.0	27.6129032258	886.0
427	0.0	38.7930107525	941.0
428	0.0	30.7822580642	793.0
429	0.0	52.322580645	666.0
430	0.0	31.10483871	886.0
431	0.0	43.5483870967	1030.0
432	0.0	34.1370967742	801.0
433	0.0	65.1854838708	1367.0
434	1.0	25.5510752692	550.0
435	1.0	68.4005376342	1197.0
436	0.0	58.7150537633	606.0
437	0.0	55.2204301075	1834.0
438	1.0	78.8709677417	1841.0
439	1.0	48.6612903225	502.0
440	1.0	55.7930107525	1526.0
441	1.0	52.4193548383	889.0
442	1.0	35.9247311825	1618.0
443	0.0	54.9811827958	3384.0
444	1.0	34.1290322583	3511.0
445	1.0	45.4784946233	579.0
446	1.0	48.5241935483	997.0
447	1.0	50.1693548383	677.0
448	0.0	52.2876344083	1428.0
449	0.0	48.8709677417	707.0
450	1.0	39.9301075267	996.0
451	0.0	56.9005376342	1603.0
452	0.0	54.0053763442	1052.0
453	1.0	30.35483871	583.0
454	0.0	70.1612903225	617.0
455	0.0	43.9381720433	1521.0
456	1.0	57.8521505375	1272.0
457	1.0	55.9784946233	2171.0
458	0.0	59.1962365592	2202.0
459	0.0	39.4381720433	1596.0
460	1.0	53.8790322583	758.0
461	1.0	48.9516129033	516.0
462	1.0	39.9112903225	1684.0
463	0.0	50.6370967742	746.0
464	0.0	56.0295698925	836.0
465	1.0	45.6129032258	958.0
466	1.0	70.7876344083	6102.0
467	0.0	66.7284946233	1297.0
468	1.0	42.8387096775	570.0
469	1.0	44.0080645158	741.0
470	1.0	39.1586021508	1308.0
471	0.0	48.0994623658	1018.0
472	0.0	63.2849462367	523.0
473	1.0	43.7930107525	615.0
474	1.0	43.5053763442	1186.0
475	0.0	77.3387096775	559.0
476	0.0	25.4919354842	1282.0
477	0.0	61.8736559142	527.0
478	1.0	49.4462365592	797.0
479	0.0	47.0161290325	757.0
480	0.0	53.9112903225	1509.0
481	0.0	54.1155913975	1581.0
482	0.0	62.25	523.0
483	1.0	59.5026881717	628.0
484	1.0	68.9731182792	739.0
485	0.0	42.086021505	774.0
486	0.0	28.0483870967	662.0
487	0.0	62.4758064517	2121.0
488	0.0	59.7069892475	1558.0
489	0.0	38.4032258067	1344.0
490	0.0	38.1424731183	769.0
491	1.0	57.690860215	1052.0
492	0.0	37.8145161292	870.0
493	0.0	70.2741935483	709.0
494	1.0	28.4005376342	1883.0
495	0.0	26.204301075	747.0
496	1.0	39.9059139783	1486.0
497	0.0	67.5564516125	1008.0
498	0.0	50.8575268817	1157.0
499	0.0	60.4193548383	539.0
500	1.0	25.5161290325	1153.0
501	0.0	63.5967741933	2848.0
502	1.0	40.163978495	586.0
503	0.0	71.6935483875	1739.0
504	0.0	54.2607526883	509.0
505	0.0	41.6693548383	516.0
506	0.0	46.427419355	1990.0
507	0.0	38.1424731183	596.0
508	1.0	64.7311827958	692.0
509	0.0	50.5053763442	540.0
510	0.0	36.9946236558	672.0
511	0.0	52.3118279567	1067.0
512	1.0	44.1532258067	2025.0
513	0.0	43.4784946233	1476.0
514	0.0	25.7016129033	691.0
515	0.0	41.6021505375	668.0
516	0.0	42.8629032258	666.0
517	1.0	41.7446236558	914.0
518	0.0	48.1424731183	516.0
519	0.0	63.6129032258	1951.0
520	0.0	63.0887096775	1358.0
521	1.0	61.14516129	856.0
522	1.0	57.309139785	6383.0
523	1.0	61.8413978492	859.0
524	0.0	42.8521505375	1048.0
525	1.0	57.6478494625	568.0
526	1.0	60.1424731183	2873.0
527	1.0	47.3333333333	1361.0
528	0.0	71.7231182792	653.0
529	1.0	29.4327956992	1383.0
530	0.0	37.0537634408	696.0
531	0.0	66.1962365592	1909.0
532	1.0	59.7822580642	744.0
533	0.0	26.9112903225	2118.0
534	1.0	39.677419355	1225.0
535	0.0	55.60483871	1645.0
536	0.0	74.0752688175	883.0
537	1.0	39.1397849458	1006.0
538	1.0	50.3629032258	534.0
539	0.0	27.336021505	789.0
540	1.0	61.3064516125	1519.0
541	1.0	46.6801075267	584.0
542	1.0	43.3494623658	504.0
543	1.0	30.177419355	821.0
544	0.0	50.3924731183	985.0
545	0.0	56.73655914	849.0
546	0.0	47.2876344083	2546.0
547	1.0	45.2284946233	740.0
548	1.0	25.0645161292	664.0
549	0.0	73.5295698925	825.0
550	1.0	39.6747311825	733.0
551	0.0	38.5806451617	630.0
552	0.0	40.9381720433	1414.0
553	1.0	41.0107526883	2116.0
554	0.0	68.0618279567	1014.0
555	1.0	45.7849462367	1335.0
556	0.0	54.5645161292	1043.0
557	0.0	43.7069892475	712.0
558	0.0	67.3118279567	720.0
559	0.0	49.7553763442	1544.0
560	1.0	68.9166666667	1667.0
561	1.0	48.0322580642	774.0
562	0.0	60.177419355	719.0
563	1.0	30.2446236558	533.0
564	1.0	60.6370967742	631.0
565	1.0	65.2795698925	744.0
566	1.0	45.1102150542	1403.0
567	0.0	57.9086021508	1768.0
568	1.0	38.9677419358	537.0
569	0.0	60.690860215	2288.0
570	1.0	31.690860215	665.0
571	1.0	28.5833333333	527.0
572	1.0	38.5833333333	1958.0
573	1.0	42.6881720433	1347.0
574	1.0	27.8413978492	1777.0
575	1.0	63.7930107525	1026.0
576	1.0	32.0295698925	2640.0
577	0.0	51.9086021508	892.0
578	0.0	46.0241935483	3348.0
579	0.0	44.8870967742	718.0
580	1.0	46.2338709675	779.0
581	1.0	51.5645161292	1090.0
582	1.0	40.7258064517	749.0
583	0.0	30.0295698925	999.0
584	0.0	40.4758064517	1367.0
585	0.0	56.7419354842	903.0
586	0.0	73.9946236558	506.0
587	0.0	41.0645161292	653.0
588	1.0	54.690860215	1215.0
589	1.0	55.5403225808	2229.0
590	1.0	53.2284946233	538.0
591	0.0	49.5268817208	1049.0
592	1.0	36.64516129	1865.0
593	0.0	53.7580645158	1153.0
594	0.0	39.39516129	1237.0
595	1.0	51.5994623658	548.0
596	0.0	33.7258064517	1289.0
597	1.0	55.7607526883	725.0
598	1.0	36.73655914	1525.0
599	0.0	55.5887096775	956.0
600	0.0	41.3145161292	1908.0
601	0.0	39.1747311825	1762.0
602	0.0	77.7849462367	530.0
603	0.0	54.1155913975	2951.0
604	0.0	52.6720430108	1091.0
605	1.0	40.8494623658	531.0
606	1.0	46.5	704.0
607	1.0	29.1505376342	809.0
608	1.0	27.6370967742	920.0
609	0.0	37.8037634408	828.0
610	0.0	51.14516129	709.0
611	0.0	62.2016129033	907.0
612	0.0	30.3897849458	617.0
613	0.0	35.5080645158	514.0
614	1.0	21.9381720433	647.0
615	1.0	51.5510752692	1456.0
616	0.0	58.7311827958	741.0
617	1.0	31.6854838708	834.0
618	1.0	34.7392473117	1779.0
619	0.0	26.4435483875	1230.0
620	1.0	56.3924731183	1425.0
621	1.0	53.8790322583	1604.0
622	0.0	74.2741935483	840.0
623	0.0	51.6586021508	1099.0
624	0.0	33.8897849458	1353.0
625	1.0	34.7016129033	620.0
626	0.0	49.6021505375	3140.0
627	1.0	60.204301075	1214.0
628	1.0	33.5430107525	1728.0
629	0.0	78.0241935483	3034.0
630	0.0	59.5913978492	622.0
631	1.0	51.9327956992	534.0
632	0.0	43.0994623658	886.0
633	0.0	60.427419355	3700.0
634	1.0	44.5618279567	738.0
635	0.0	45.7284946233	665.0
636	0.0	39.5053763442	1498.0
637	0.0	42.5618279567	672.0
638	0.0	72.2392473117	592.0
639	0.0	46.809139785	567.0
640	1.0	41.7553763442	685.0
641	0.0	30.336021505	1980.0
642	0.0	57.9059139783	805.0
643	0.0	63.822580645	1322.0
644	0.0	57.8790322583	520.0
645	0.0	56.4247311825	1121.0
646	0.0	58.7231182792	1798.0
647	1.0	43.2069892475	1564.0
648	0.0	42.1129032258	714.0
649	0.0	45.3521505375	835.0
650	0.0	57.572580645	1778.0
651	1.0	63.6720430108	992.0
652	0.0	42.2284946233	928.0
653	0.0	64.7849462367	2143.0
654	1.0	53.1075268817	994.0
655	1.0	52.8145161292	1638.0
656	1.0	38.059139785	534.0
657	0.0	33.8844086025	742.0
658	0.0	59.0752688175	720.0
659	1.0	39.75	1061.0
660	0.0	40.6962365592	1047.0
661	0.0	47.6102150542	3990.0
662	0.0	68.9596774192	976.0
663	1.0	39.0080645158	2272.0
664	0.0	44.8467741933	635.0
665	0.0	47.35483871	1417.0
666	0.0	47.2419354842	826.0
667	0.0	42.8118279567	509.0
668	0.0	43.3870967742	605.0
669	1.0	46.0053763442	1299.0
670	0.0	31.6989247308	594.0
671	0.0	61.3333333333	1240.0
672	0.0	44.572580645	526.0
673	0.0	73.190860215	1129.0
674	1.0	36.4946236558	1124.0
675	1.0	32.072580645	2719.0
676	1.0	54.7741935483	1957.0
677	0.0	39.6693548383	1153.0
678	0.0	66.4032258067	571.0
679	0.0	56.8844086025	674.0
680	0.0	45.3763440858	556.0
681	1.0	44.7473118283	850.0
682	0.0	58.6102150542	1037.0
683	1.0	32.4086021508	915.0
684	0.0	55.2715053767	845.0
685	0.0	61.0322580642	1307.0
686	1.0	65.6612903225	531.0
687	0.0	45.4166666667	1155.0
688	0.0	72.0510752692	1371.0
689	0.0	32.8655913975	832.0
690	0.0	38.1935483875	1280.0
691	0.0	55.2392473117	5754.0
692	0.0	72.7311827958	975.0
693	1.0	57.3494623658	516.0
694	1.0	45.2715053767	4525.0
695	0.0	37.7768817208	556.0
696	0.0	50.809139785	762.0
697	0.0	59.4811827958	2125.0
698	0.0	35.3172043008	701.0
699	0.0	40.8145161292	1283.0
700	0.0	62.5026881717	663.0
701	0.0	24.1935483875	1076.0
702	0.0	40.8870967742	946.0
703	1.0	21.6102150542	575.0
704	0.0	29.9247311825	1498.0
705	0.0	44.6559139783	523.0
706	1.0	17.3629032258	574.0
707	1.0	54.2822580642	1737.0
708	1.0	58.586021505	624.0
709	0.0	65.7231182792	669.0
710	0.0	34.8387096775	997.0
711	0.0	35.60483871	2488.0
712	0.0	53.6586021508	679.0
713	0.0	63.9919354842	502.0
714	1.0	41.8655913975	4477.0
715	1.0	31.1989247308	611.0
716	0.0	51.6290322583	1841.0
717	1.0	48.2795698925	553.0
718	0.0	60.5403225808	515.0
719	0.0	44.86827957	3174.0
720	0.0	58.7473118283	1121.0
721	0.0	53.64516129	1520.0
722	0.0	46.61827957	1285.0
723	0.0	35.5241935483	779.0
724	0.0	38.3333333333	1710.0
725	0.0	43.3387096775	2421.0
726	0.0	60.9247311825	2663.0
727	1.0	59.927419355	701.0
728	1.0	54.1962365592	686.0
729	0.0	55.6935483875	893.0
730	1.0	23.9220430108	1149.0
731	0.0	56.3467741933	874.0
732	1.0	48.5295698925	1103.0
733	0.0	47.440860215	521.0
734	0.0	53.1827956992	1207.0
735	1.0	65.2580645158	727.0
736	0.0	36.2607526883	1775.0
737	1.0	22.7150537633	1948.0
738	0.0	58.61827957	871.0
739	1.0	61.9838709675	816.0
740	0.0	38.8413978492	550.0
741	0.0	52.8575268817	925.0
742	0.0	57.4435483875	767.0
743	0.0	72.3198924733	1560.0
744	0.0	59.4462365592	1031.0
745	1.0	39.5376344083	869.0
746	0.0	72.440860215	1057.0
747	0.0	50.9005376342	711.0
748	0.0	44.0403225808	2419.0
749	1.0	55.8145161292	1142.0
750	0.0	41.8655913975	815.0
751	1.0	19.1532258067	909.0
752	0.0	37.76344086	4380.0
753	0.0	63.2419354842	781.0
754	0.0	67.9193548383	1112.0
755	0.0	51.3037634408	704.0
756	0.0	36.2526881717	629.0
757	0.0	28.4381720433	2118.0
758	1.0	31.6693548383	1223.0
759	0.0	50.7795698925	854.0
760	0.0	37.2204301075	600.0
761	0.0	48.7311827958	1637.0
762	1.0	50.6370967742	651.0
763	1.0	49.3387096775	711.0
764	0.0	40.64516129	779.0
765	0.0	42.9623655917	747.0
766	1.0	58.5672043008	924.0
767	0.0	73.1424731183	1092.0
768	1.0	29.9919354842	2669.0
769	0.0	65.5161290325	655.0
770	0.0	61.8198924733	1492.0
771	0.0	46.4731182792	837.0
772	1.0	32.1666666667	530.0
773	0.0	31.7526881717	963.0
774	0.0	63.5618279567	736.0
775	0.0	72.6989247308	1869.0
776	1.0	64.4220430108	1449.0
777	0.0	29.0672043008	990.0
778	0.0	64.6693548383	3168.0
779	0.0	48.64516129	694.0
780	1.0	34.8655913975	1717.0
781	1.0	49.059139785	694.0
782	0.0	39.3736559142	502.0
783	0.0	50.8978494625	621.0
784	0.0	56.8844086025	1121.0
785	0.0	62.5215053767	576.0
786	1.0	34.8172043008	1453.0
787	0.0	50.5887096775	1262.0
788	1.0	33.6989247308	972.0
789	0.0	56.8279569892	1302.0
790	1.0	43.7795698925	656.0
791	1.0	40.4193548383	1057.0
792	0.0	60.163978495	1037.0
793	0.0	48.1102150542	533.0
794	0.0	33.2741935483	3214.0
795	0.0	40.1747311825	568.0
796	0.0	35.6747311825	597.0
797	1.0	43.3870967742	3016.0
798	0.0	37.5080645158	581.0
799	0.0	54.36827957	905.0
800	1.0	31.9704301075	6304.0
801	1.0	42.9005376342	2667.0
802	1.0	20.2903225808	1072.0
803	0.0	53.0241935483	733.0
804	1.0	44.0053763442	730.0
805	0.0	75.3010752692	680.0
806	0.0	66.5026881717	952.0
